comment,label,score
dqzxy4jp damn really Where can I see it,NEGATIVE,0.9893766641616821
Chinese have there own social media bro speed actually got popular there,POSITIVE,0.9966495633125305
dqzxy4jp woah didnt know it,NEGATIVE,0.9989226460456848
dqzxy4jp Good he deserves it It was blatant disrespect to Speed and all of his Chinese fans,NEGATIVE,0.996733546257019
sinbadnotbad its on bilibili a Chinese version of YouTube The clips was updated literally in realtime while streaming and most of the comments were complaining about the bad translator That pink head just being so impolite and unprofessional,NEGATIVE,0.9984550476074219
TRUE He is neither good at English nor Chinese So embarrassed with his translation cant hold on watching the stream,NEGATIVE,0.9991486072540283
Yes they really need a more competent translator,NEGATIVE,0.9970297813415527
sinbadnotbad bilibili but they comment in Chinese saying that that translate guy lame af,NEGATIVE,0.9990035891532898
Yo,POSITIVE,0.9966350197792053
Ea Sports,POSITIVE,0.9925358295440674
wait the pink hair guy what was he doing,NEGATIVE,0.9993645548820496
Yes get another one please This one is rude and unprofessional,NEGATIVE,0.9979438185691833
Hes probably some sort of rich Chinese guy that got connections to be speeds translator because aint no way this the best translator they found,POSITIVE,0.9712428450584412
YOO i was thinking the same like whats going on lol,NEGATIVE,0.9963588118553162
dqzxy4jp Maybe it was his first time translating professionally for someone Why you all charging on him I agree he did a bad job But still you can say that without being rude and mean like him,NEGATIVE,0.7233132123947144
Yeah thats what happens when you try some influencer translator always get a professional,POSITIVE,0.6573706865310669
Facts like how are you translating this bad and speaking to your own people like that He must not be from there otherwise there would be no disrespect,NEGATIVE,0.9991034865379333
Bro needed xiaomanyc,NEGATIVE,0.8723984956741333
like for realwho are these Translator Speed odn tgot a chinese friend in america LMFAO ill translate for you in Hong Kong Speed i speak perfect english and i know canto chinese,POSITIVE,0.9875277876853943
yean i think he even not native Chinese,NEGATIVE,0.9869009852409363
the last guy that drove speed was pretty good and english,POSITIVE,0.996785044670105
Speed didnt even tell the old man to do push ups the translator just do whatever he wants,NEGATIVE,0.9954883456230164
he was not translating 80 of time half wrong for the other 20,NEGATIVE,0.6085046529769897
couldnt agree more,NEGATIVE,0.995646059513092
Cant agree more,NEGATIVE,0.5257418751716614
Youkaigraphics wtf that was rude af Asking old people to do pushups for money in another country That part of the stream was so not cool,NEGATIVE,0.999602735042572
Im chineseagree with uu are god damn right bro,NEGATIVE,0.9424808025360107
This translator was really rude and wrong,NEGATIVE,0.9995218515396118
hackbaba999 yea people on Chinese social media is calling him out for mistranslating and rude But I gotta say this old man is healthy,NEGATIVE,0.9731546640396118
Everyone is doing great even the bodyguard but the translator is too lucky to get this job,NEGATIVE,0.8123665452003479
hackbaba999 Inaccurate translation can lead to significant misunderstandings potentially causing severe consequences You may not realize that if we were to rate the accuracy of this translation on a 10point scale it would only score 3 points extremely poor full of translation errors,NEGATIVE,0.9997579455375671
The translator is terrible with insufficient skills and poor quality Most importantly they are often nowhere to be found and do not provide timely translations,NEGATIVE,0.9997944235801697
true dudelove from china,POSITIVE,0.9967038035392761
send me on if u want one cause Im in BJ looking for a job,NEGATIVE,0.9976730942726135
I did it easily,POSITIVE,0.999186098575592
yeah even worth than translation apps,POSITIVE,0.9992961883544922
The Bodyguard Bors really could uses Jigu which means please make way instead of Rng ki which means move out the way its much more custom and polite,NEGATIVE,0.9870548248291016
Probably messing up the vibe or sum,NEGATIVE,0.9961095452308655
Happy to see Jackson Wang,POSITIVE,0.9998575448989868
What the translator did angered the Chinese people The translator was not Chinese but Vietnamese of mixed Chinese and American nationality,NEGATIVE,0.9946204423904419
his English is very poor the manners are worse dont know how he was qualified to be hired,NEGATIVE,0.9997434020042419
Agreed Fire him,NEGATIVE,0.9744895696640015
Just have xiaomanyc as a translator for anywhere speed goes,NEGATIVE,0.9861165881156921
China is one of the friendliest countries in the world and one of the best for tourism,POSITIVE,0.9998514652252197
thesmokeycloud I do agree with you,POSITIVE,0.9995480179786682
Most Chinese people are also very friendly to foreigners who are not celebrities or internet celebrities,POSITIVE,0.9959573149681091
areyousmart407 I see i will go and visit China next time,POSITIVE,0.996614396572113
Thank you brother This is the real China,POSITIVE,0.9998723268508911
richchen99 No problem G i appreciate you and all of China,POSITIVE,0.9997765421867371
Chinese are very kind to all foreigners yes even black people Actually too kind in my personal opinion Too easily flattered as well By far the best East Asian country for black people by the way Edit to add a bit more information this is due to Chinas solidarity with Africa in the antiimperialist struggle South Korea and Japan dont share this they still consider themselves as Honorary Aryans Part of the advanced civilized first world freedomloving sub white club Western clique Both are currently US vassal states helping contain China actually You dont see their diplomats and foreign ministers meeting with colored people they only come outside when summoned by America Whereas China truly does believe in mulitpolarity and winwin deals where both sides actually do genuinely benefit,POSITIVE,0.9420974254608154
I mean they even have a lot of african students is not surprising,NEGATIVE,0.9997077584266663
welcome to China,POSITIVE,0.9998311996459961
They are not indian,NEGATIVE,0.9953763484954834
ShiftyCharaOfficial,NEGATIVE,0.9337984323501587
Chinese people are very friendly to guests from far away especially foreigners because Chinese people are empathetic They know that foreighners dont know the language and culter so they are willing to help,POSITIVE,0.9221242666244507
Welcome to our China Doritoi,POSITIVE,0.9995449185371399
one China,POSITIVE,0.9928701519966125
Korea is better,POSITIVE,0.9804357290267944
W Indonesia from china,POSITIVE,0.9551607966423035
Breakfastststst Ok its ur opinion,NEGATIVE,0.9764760732650757
Breakfastststst because u r korean rightits rude bro,NEGATIVE,0.9982329607009888
I have many indonesia friends when i travelled to your country as an exchange student for a weekyour people very friendly and the weather is good all time,POSITIVE,0.9998562335968018
thanks man Indonesia is great too Love the food,POSITIVE,0.9991415739059448
Indonesia is better,POSITIVE,0.9910139441490173
Chang1001v2m Japan is better true,POSITIVE,0.9973464012145996
love and peace,POSITIVE,0.9998714923858643
thank you,POSITIVE,0.9998352527618408
I thought you were polishmuch watched too many polandballs,NEGATIVE,0.9989500641822815
Thank you,POSITIVE,0.9998352527618408
Breakfastststst Korea founded on the US military bases Korea NO1,NEGATIVE,0.9959099292755127
Breakfastststst dont bring argument ok,NEGATIVE,0.9965702295303345
Breakfastststst Who said that is it a joke,NEGATIVE,0.9962258338928223
Love comes from China,POSITIVE,0.9996881484985352
httpsyoutubecomwildai2025siWH8mxxTLAqTjYr,NEGATIVE,0.9791669845581055
How can the translator tell the old man to do pushup to get the 100 yuan this isnt kind,NEGATIVE,0.998981773853302
welcome to China,POSITIVE,0.9998311996459961
welcome to China,POSITIVE,0.9998311996459961
eargta is mastercard work in china bro From this stream foreign cashless are f up Im about to try china vacation next summer holiday,NEGATIVE,0.99290531873703
Go to chengdu,POSITIVE,0.9951868653297424
welcome to shanghaiwelcome to china,POSITIVE,0.9990642666816711
dhedexter4471 wish u have a great time here in China,NEGATIVE,0.8726693987846375
welcome to Chinahope that u can have a great tome here,POSITIVE,0.996080219745636
welcome hava hun,POSITIVE,0.9997548460960388
Some Shanghainese discriminate against people from other parts of China,NEGATIVE,0.9563282132148743
welcome china,POSITIVE,0.9998499155044556
They will remind you to wear your knee guards,POSITIVE,0.8479175567626953
you are welcome,POSITIVE,0.9997968077659607
have a nice trip,POSITIVE,0.9998718500137329
welcome hope you enjoy your stay,POSITIVE,0.9998112320899963
welcomeand preparing some Chinese app will make u travel better,POSITIVE,0.6477915048599243
You are not going to Shanghai you are going to Santai,NEGATIVE,0.986990749835968
Thats nice bro wish i could go there too,POSITIVE,0.9980765581130981
welcome bro,POSITIVE,0.999823272228241
i got a really good food recommendation if youd like,POSITIVE,0.9996557235717773
Welcome to China,POSITIVE,0.9998311996459961
k1c Why Although this happens in almost every part of the world Nothing out of the ordinary,NEGATIVE,0.9856362342834473
welcome to China,POSITIVE,0.9998311996459961
dhedexter4471 In fact Mastercard has business in first tier cities in China such as Beijing and Shanghai British bank cards can even be used directly to take the Beijing subway Anyway welcome to China for vacation,NEGATIVE,0.9843633770942688
welcome to China,POSITIVE,0.9998311996459961
welcome to China,POSITIVE,0.9998311996459961
Welcome my friend,POSITIVE,0.9997726082801819
welcome to the gutter oil,POSITIVE,0.9885717034339905
you missed the chinese grand prix my guy,NEGATIVE,0.9995896220207214
Come to Yunnan as well,POSITIVE,0.9967028498649597
welcome to China,POSITIVE,0.9998311996459961
you should see Longhua temple such a nice place no one talks about,NEGATIVE,0.8937248587608337
also go to chongqingplz,POSITIVE,0.9692909121513367
welcome to China,POSITIVE,0.9998311996459961
Me too i cook shanghai to eat,POSITIVE,0.9559603929519653
welcome to China,POSITIVE,0.9998311996459961
Welcome and hope you have fun,POSITIVE,0.9998509883880615
welcome bro,POSITIVE,0.999823272228241
Welcome to China,POSITIVE,0.9998311996459961
I hope you have a good timewelcome to shanghaiwelcome to china,POSITIVE,0.9996166229248047
welcome bro from xiamen China,POSITIVE,0.9997854828834534
welcome to China,POSITIVE,0.9998311996459961
welcome bro,POSITIVE,0.999823272228241
Welcome to Shanghai If it werent for my poor English I would definitely treat you to a meal hahaha,POSITIVE,0.9992795586585999
you are welcome,POSITIVE,0.9997968077659607
Come to Chongqing,POSITIVE,0.9950266480445862
Welcome have a nice trip,POSITIVE,0.9998652935028076
welcome to china,POSITIVE,0.9998311996459961
welcome bro,POSITIVE,0.999823272228241
welcome to China,POSITIVE,0.9998311996459961
dhedexter4471 Yes bro but not for every store or restaurant Let me know if you want to know more about China,NEGATIVE,0.9957505464553833
Welcome,POSITIVE,0.9998117089271545
If you want to see Chinas most developed city welcome to Shanghai If you want to experience the blend of modernity and tradition welcome to Beijing If you want to explore cuttingedge technology welcome to Shenzhen If you want to immerse yourself in profound history welcome to Xian If you want to witness a globally unique cyberpunk metropolis welcome to Chongqing If you want to meet giant pandas welcome to Chengdu If you want to experience a fairytalelike iceandsnow wonderland welcome to Harbin If you want to taste the most diverse cuisine welcome to Guangzhou If you want to feel Chinas poetic Jiangnan charm welcome to Suzhou and Hangzhou,POSITIVE,0.999504566192627
Welcom to ChinaI can guarantee that you will like this countryIts not as biased some news reports suggest,POSITIVE,0.9911138415336609
Welcome to Shang hai,POSITIVE,0.9996272325515747
welcome friend,POSITIVE,0.9998098015785217
warmly welcom,POSITIVE,0.9994953870773315
Welcome,POSITIVE,0.9998117089271545
Im also going to Shanghai from Beijing maybe we can have a meet in shanghai if you wantmy friendi know what food is delicious just reply me if you want,POSITIVE,0.9980021119117737
Wuhanmy home cityis not bad alsowhichs quite similar to Shanghaibut its more unique,POSITIVE,0.9826031923294067
In Wuhanyou can try multiple foods,POSITIVE,0.9260829091072083
If you want to see the most developed city in China welcome to Shanghai if you want to feel the fusion of modern and tradition welcome to Beijing if you want to explore the most cuttingedge technology welcome to Shenzhen if you want to feel the profound history welcome to Xian if you want to witness the worlds unique cyberpunk capital welcome to Chongqing if you want to have close contact with giant pandas welcome to Chengdu if you want to experience a fairytale ice and snow wonderland welcome to Harbin if you want to taste the most diverse food welcome to Guangzhou if you want to experience the poetic and picturesque charm of Chinas Jiangnan region welcome to Suzhou and Hangzhou,POSITIVE,0.9996034502983093
This is China where the people are hospitablehardworking and courageous Welcome to China,POSITIVE,0.9997926354408264
Make sure to visit all the museums,POSITIVE,0.9994490742683411
Welcome to China,POSITIVE,0.9998311996459961
Have a fantastic trip youll LOVE it,POSITIVE,0.9998759031295776
welcome to China,POSITIVE,0.9998311996459961
Come to GuangzhouThere are a lot of delicious foods,POSITIVE,0.9997239708900452
you need Alipay or wechat payment,NEGATIVE,0.997946560382843
coffeemountain381 you commend in the way like you traveled to China before but you might even never been new york step out your homwtown what a pity,NEGATIVE,0.9827110171318054
yeah bro Im Chinese thanks,POSITIVE,0.9996129870414734
DIYEngineExperts Thank you welcome to China someday,POSITIVE,0.9996298551559448
coffeemountain381 Have you ever been there,POSITIVE,0.8738554120063782
yeah bro China is very beautiful,POSITIVE,0.9998648166656494
linwoodhucse628last time I visitedIve only met scammersbut china has great infrastructure,NEGATIVE,0.9809015393257141
coffeemountain381 too stupid,NEGATIVE,0.9997422099113464
Welcome to China,POSITIVE,0.9998311996459961
linwoodhucse628 Youre right but we can get water and electricity and cell phones to the cliff villages and were trying to make life better for our people,NEGATIVE,0.9896476864814758
I visited China two times in the last two years and I cant wait to visit it again thank you to show China for what it is,POSITIVE,0.9997156262397766
Damn China have beautiful Cities and Good People Best Citys in the world,POSITIVE,0.9998435974121094
Bro Chinese people are very chill and respect,POSITIVE,0.9977623224258423
Now you dont know why this comment has so many likes,POSITIVE,0.95161372423172
As a Chinese living in Australia I hadnt come across your content before but I recently discovered your videos Thank you for spreading Chinas positive stories on international platforms To all friends worldwide Youre most welcome to visit China a truly safe and beautiful country Just remember to always respect local laws and customs during your stay,POSITIVE,0.9997946619987488
China fans 1010 Pink translate 510,NEGATIVE,0.5140270590782166
China has been the friendliest trip so far and the people here are great,POSITIVE,0.9998206496238708
Chinese people are friendly but also shy they are not good at expressing themselves but they will take care of their friends from abroad,POSITIVE,0.9965104460716248
Damn Im in China rn and spent 6 months straight last year with my wife Coming from the UK to here theyre the nicest people with the best food culture even local remote areas are super chill,POSITIVE,0.999197781085968
China No YouTube Chinese No Problem we got VPNs,NEGATIVE,0.9781212210655212
Im from Shanghai cigarettes are not a way to entertain guests now Shanghai has started to ban smoking in tourist areas,NEGATIVE,0.9972844123840332
Crazy how different Speed visiting China Korea Japan is compared to other countries Polite fans faster internet better cities etc Actual top tier content,NEGATIVE,0.9738814830780029
The unedited live broadcast showcased the modernization of Chinese cities the bustling atmosphere of the market and the enthusiasm of the people breaking the stereotype of China in Western media,POSITIVE,0.9939754605293274
Way better stream than I initially expected the vibes were positive and watchable except when he disturbs people who dont understand what he is saying such as from 42030 to 42715 honestly one of the best irl streams he has done so far in my opinion on the top tier with Indonesia and the first stream in Poland in terms of content,POSITIVE,0.9989802241325378
China is much better than we imagined this is crazy The China we know is actually like this Its amazing Unscrupulous media misled me Thank you Speed,POSITIVE,0.9958562254905701
A large number of foreign visits prove that China is getting better and better and has greatly enhanced Chinas international image,POSITIVE,0.9996474981307983
Ain gonna lie out of all the irl streams the Chinese have been some of the most respectful and peaceful people cool af to,POSITIVE,0.9931403994560242
Respect to Chinese people and to China Hope we can all get along and put aside our political differences,POSITIVE,0.9993836879730225
You gotta fire that translator Even my 11yearold little sister would translate more professionally,NEGATIVE,0.9954255223274231
thank you,POSITIVE,0.9998352527618408
Its just one of them China has a few more of those cities some even better than Shanghai,POSITIVE,0.9946066737174988
thank you every muchwelcome to china,POSITIVE,0.9995916485786438
Youre joking right China has different problems,NEGATIVE,0.9916319251060486
ytmaxm I know bro but there City is more advanced than other Cities in the world,POSITIVE,0.9876784682273865
China is really very beautiful,POSITIVE,0.9998835325241089
Single city of Shanghai has almost the same population as the entire state of Texas Chinese cities able to sustain development due to massive amount of population which means massive amounts of money concentrated in a tiny area,NEGATIVE,0.878505289554596
Come to Chengdu youll see what modern China is like,POSITIVE,0.9995206594467163
ytmaxm USA aint better tho with those people smoking everywhere and just burgerswdym,NEGATIVE,0.9931092262268066
And we have no gun,NEGATIVE,0.9860817193984985
I really like China Its a very good country and very good culture,POSITIVE,0.9998815059661865
You know as Maguire said in SpiderManNo Way HomeTrying to be better,NEGATIVE,0.9718294143676758
least obvious bot,NEGATIVE,0.9908661246299744
Welcome to China bro,POSITIVE,0.9997493624687195
ytmaxm no you are the problem,NEGATIVE,0.9986425042152405
thank you,POSITIVE,0.9998352527618408
Thank U Welcome to China,POSITIVE,0.9998507499694824
Actually there are hundres of Cities are both beautiful and clean in China,POSITIVE,0.9998284578323364
thank you,POSITIVE,0.9998352527618408
shanghai is the best city in china,POSITIVE,0.9998737573623657
good city but bad government,NEGATIVE,0.5568537712097168
EmmaZzz8964 Are you joking A bad goverment wont bring good cities and people,NEGATIVE,0.9869189858436584
EmmaZzz8964 The city is good BECAUSE of the government,POSITIVE,0.999779999256134
Ty and if u come to China we will do these for you too,POSITIVE,0.5778517723083496
yus3qhi can we be friends,POSITIVE,0.9984993934631348
httpsyoutubecomwildai2025siWH8mxxTLAqTjYr,NEGATIVE,0.9791669845581055
Chinese people can sing all day long,POSITIVE,0.9983032941818237
that venturelee,POSITIVE,0.970379114151001
they deserve a better gov,NEGATIVE,0.9988704323768616
dev9614 if the gov not good how could they become like this,NEGATIVE,0.9992737174034119
sodlumion they chill like that cuz of their culture,POSITIVE,0.9949982166290283
dev9614 we have better govnerment than yours,NEGATIVE,0.9962846040725708
dev9614 we certainly dont want Trump,NEGATIVE,0.989791214466095
actually speed is most famous youtuber,POSITIVE,0.9994327425956726
My parents said if I get 200k followers theyd buy me a highend editing PC for my Youtube videos Begging you guys literally begging,NEGATIVE,0.9994716048240662
Nah low key everyone knows him,NEGATIVE,0.9113369584083557
Youtube banned in China,NEGATIVE,0.9948132038116455
Daveteo7790 Its not that crowded tbh become crowded because at night and everyone know where he is,NEGATIVE,0.9904276132583618
NUOfficial01 GET OUT BOT,NEGATIVE,0.9987483024597168
I thought Youtube is not allowed in China,NEGATIVE,0.9979420304298401
alphaa2010 Did your fans buy it,NEGATIVE,0.8872730731964111
chainn768 i didnt ask for it but thank you for that information,POSITIVE,0.9994490742683411
I am from China many people here uses vpn to watch YouTube Even if some people dont have access to vpn speed is still on many Chinese social media apps translated into Chinese,NEGATIVE,0.9687656760215759
me too lmao I didn see that coming,NEGATIVE,0.9853345155715942
RitchieGohme too chinese,NEGATIVE,0.998967170715332
facts,POSITIVE,0.998916745185852
chainn768 its Monday ppl are either at work or school during the day,NEGATIVE,0.9901254177093506
NUOfficial01 haha thats for you,POSITIVE,0.965008556842804
Shanghai is the very few Chinese cities that connect to the world Shanghai beijing Shenzhen Otherthan that not much,NEGATIVE,0.992925763130188
China has its specialty,POSITIVE,0.9972891807556152
He didnt get recognised as much as he did in the other neighbouring Asian countries tho,NEGATIVE,0.9995917677879333
zhidaoyun him and Kai on the same level gets the same response when they go out facts,NEGATIVE,0.8983961939811707
Yeah you never know we always cosplay speed that guy,POSITIVE,0.9867621064186096
He could have gained alot of subs but china banned YouTube and only vpn users can sub him up,NEGATIVE,0.9984886646270752
Only like what 14 billion people living there,NEGATIVE,0.9717763662338257
thats true,POSITIVE,0.9998668432235718
i want so bad That ishowspeed try the advanced technology by HUAWEI like HUAWEIs NEARLINK and HUAWEIs Kunlun glass and HUAWEIs Car and HUAWEIs Share with Hands and HUAWEIs HarmonyOS NEXT and HUAWEI mate xt tri fold and HUAWEI pura x HUAWEIs technology is soo advanced no other company come near Even deepseek Usess HUAWEIs CPU and HUAWEI will make HarmonyOS pc HUAWEI doesnt just survive the ban but they destroy the bad and every company is shaken i wonder when ishowspeed will know this But he is a good guy cool and kind we need that,NEGATIVE,0.8963853716850281
The reason why he is on fire in China is the sunshine rainbow and white horse,POSITIVE,0.9978877902030945
maybe if not banned the number of views would be 1m alimy,NEGATIVE,0.990455687046051
NUOfficial01 be gone bot,NEGATIVE,0.9987831711769104
NUOfficial01 i wont,POSITIVE,0.9989383816719055
if its not vpn its those cross border sim cards,NEGATIVE,0.9894178509712219
i want so bad That ishowspeed try the advanced technology by HUAWEI like HUAWEIs NEARLINK and HUAWEIs Kunlun glass and HUAWEIs Car and HUAWEIs Share with Hands and HUAWEIs HarmonyOS NEXT and HUAWEI mate xt tri fold and HUAWEI pura x HUAWEIs technology is soo advanced no other company come near Even deepseek Usess HUAWEIs CPU and HUAWEI will make HarmonyOS pc HUAWEI doesnt just survive the ban but they destroy the bad and every company is shaken i wonder when ishowspeed will know this But he is a good guy cool and kind we need that,NEGATIVE,0.8963853716850281
fbmess3 Although the door was closed a window was left VPN understood,NEGATIVE,0.9694486260414124
alphaa2010 What do I get then,NEGATIVE,0.9879576563835144
In factmost chinese dont know himbut there are many foreigners in china,NEGATIVE,0.9575865864753723
YouTube,POSITIVE,0.8909608721733093
Fax tho,POSITIVE,0.8982833027839661
fbmess 3 Not really just use a VPN and dont get political,NEGATIVE,0.9511446356773376
YouTube is ban,NEGATIVE,0.9987800717353821
This is China China itself is a brand,POSITIVE,0.99895179271698
And under the ban of YouTube,NEGATIVE,0.9909939169883728
fbmess3,NEGATIVE,0.9835954904556274
Also wildly used as emoji in China social media,NEGATIVE,0.9801022410392761
alphaa2010 aint no one subbing to your poor ass lil bro,NEGATIVE,0.9913682341575623
fbmess3,NEGATIVE,0.9835954904556274
killthedark7283 wtf,NEGATIVE,0.9693428874015808
NUOfficial01 You ass hl,NEGATIVE,0.9970870614051819
It might beat indonesia tbh,POSITIVE,0.6905339956283569
alimy nevertheless I am happily using the app now lol,POSITIVE,0.9989995360374451
NUOfficial01 That curse is specifically on you,NEGATIVE,0.9656912088394165
Growing faster than Mr beast is wild,POSITIVE,0.9982360601425171
Uchihaclan2508 Sasuke are you from China,POSITIVE,0.9678161144256592
Seek Jesus and do as he says magic and luck does not exist it is all works from the Holy Spirit Jesus or God,NEGATIVE,0.9418269991874695
NUOfficial01 man Ive seen this comment hundreds of times and that is not humanly possible after reading this comment,NEGATIVE,0.9987070560455322
alphaa2010 well bro keep dreaming cuz thats the only way your playing your pc,NEGATIVE,0.9941040873527527
killthedark7283 try Qingdao Hangzhou and Guangzhou Chongqing Chengdu the city where speed is gonna go,NEGATIVE,0.8838016986846924
China dont know him,NEGATIVE,0.9982590079307556
Please visit north Korea too,POSITIVE,0.986566960811615
oH,POSITIVE,0.980659008026123
NUOfficial01 yessir,POSITIVE,0.9627067446708679
They dont even know English they just wanna be in the video like zombies,NEGATIVE,0.9984525442123413
killthedark7283 i assume connect to the world in your definition means speaking english and getting by Then in actual fact youre left with Shanghai and Hong kongMacau,NEGATIVE,0.9896422028541565
China got huge amount of clips about speed,POSITIVE,0.9839563965797424
The first 5 minutes highlights watch it here,POSITIVE,0.9962616562843323
but in china you can use the technology to watch YouTube its very easy,POSITIVE,0.977495014667511
But are Chinese people allowed to watch USA YouTube,NEGATIVE,0.5667572617530823
i think in term of world wide popularity no one is above speed hes the no 1,NEGATIVE,0.898930549621582
and it also seems like ppl underestimate how many VPN users that can access YouTube like me in china the number is about 100200 million ppl,NEGATIVE,0.9936814308166504
killthedark7283 nah its not about highest city tiers anymore i think in the scale of any second tier cities inchina there are VPN users,NEGATIVE,0.9927927255630493
My wifes Chinese and explained how he went ultra viral because of the hilarious coincidence of him being shown the ni g song once I wheeze laughed until I was lightheaded and that is EXACTLY the kind of humor Chinese people show up in droves for,POSITIVE,0.9982646107673645
Ya i wasnt expecting it to have this much fans too,POSITIVE,0.9851875305175781
fbmess3,NEGATIVE,0.9835954904556274
zhidaoyun you know what in our country has firewall we cannot use YouTube with usual internet we have to use VPN but personal use VPN is illegal and make VPN also illegal but we often it secretly mostly about speeds video or outsideinternetwe Chinese call it Translate directly from Chinese to English videos are all from person who was brought over from the outside intern,NEGATIVE,0.9945375323295593
Uchihaclan2508but personal use or make VPN is illegal in China except companies can use or make it,NEGATIVE,0.9955371618270874
alimy but many of us use vpn,NEGATIVE,0.9743624925613403
If he knew he was so popular in China he probably would have been their sooner,NEGATIVE,0.9857930541038513
Its not really because other cities are not attractive enough If you want to go to other cities they will also be open to you,NEGATIVE,0.9852766394615173
actually use technology we can watch all of the app And vpn very cheap just 2 dollars Maybe somebody say it illegal in china But no one care it,NEGATIVE,0.9992406368255615
alimy Someone reprinted these videos to Chinas Video platform,NEGATIVE,0.9933579564094543
welcome to ChinaIts really an amazing place that will impress you a lot,POSITIVE,0.9998908042907715
alimy Grifters like you keep saying that but they know YouTubers like Ishowspeed Gtfo,NEGATIVE,0.9452146291732788
alimy But we could useHongKong,NEGATIVE,0.9950356483459473
he saidstupid Chinese in toiletbut he forgot turn off the microphone what he says is him true mindsNo respect No friends,NEGATIVE,0.998306155204773
killthedark7283 we have so much city are big cityGuangzhou is the top 3 city GDP in China,POSITIVE,0.9977496266365051
Yeah I subscribed youthen I unsubscribedIf you dont apologize to us your heart will be like your words NUOfficial01,POSITIVE,0.9179068803787231
i can tell you999person didnt know him,NEGATIVE,0.9993686079978943
Toh 5 minutes ma morney chas,NEGATIVE,0.8468657732009888
you are right I am chinese in Chongqing and use VPN to watch youtube now,POSITIVE,0.9994109869003296
he is popular when he started to sing sunny rainbow small white horses,POSITIVE,0.9998133778572083
Let compare it to the time when speed when to Indonesia which one better china or Indonesia,NEGATIVE,0.9740926027297974
It seems you didnt finish the stream completely,NEGATIVE,0.9996275901794434
alimy but we are able to watch them in other places or use vpn,NEGATIVE,0.9502537250518799
as a ChineseMy friend and I will watch him reaction to playing games live and his inexplicable expression We will be out of breath because of his laughter,POSITIVE,0.9992709755897522
A beautiful soul how could not be loved,POSITIVE,0.9991326928138733
NUOfficial01 get out kiddo,NEGATIVE,0.9920980930328369
Why do i keep seeing ishowspeed commercial s,NEGATIVE,0.9897425770759583
Whats your expect when his countrys propoganda has been working for 50 years,NEGATIVE,0.8442159295082092
First stream was so tamed compared to Chengdu Chongqing,NEGATIVE,0.9926942586898804
YouTube,POSITIVE,0.8909608721733093
NUOfficial01 thats somalian right idk most of it but its basically saying subscribe to channel,NEGATIVE,0.9903316497802734
fbmess3 nojust government think,NEGATIVE,0.9440219402313232
NUOfficial01 Please stop,NEGATIVE,0.9991878867149353
GOATX2EDITZ7 Your qualityAwesome,NEGATIVE,0.9703054428100586
0 out of 10 for real I think the translator is an ABC or something it seems that he doesnt know how to speak Chinese very well I am Chinese and I think even I can do better than him,NEGATIVE,0.9988883137702942
bro as a chinese i have to say this pink level is fk dogshit,NEGATIVE,0.9843856692314148
his name,POSITIVE,0.9793593883514404
Should have just used Microsoft Translator app,NEGATIVE,0.9995300769805908
He is suck not only in English but also in what he treat others,POSITIVE,0.9806424975395203
translator was 110,POSITIVE,0.5063881874084473
same feeling about this that translator is just so awful,NEGATIVE,0.999765932559967
Isnt that orange hair,NEGATIVE,0.6473115682601929
As a Chinese Im so uncomfortable for this pink guy rude not respect the locals,NEGATIVE,0.999589741230011
overrated translator,NEGATIVE,0.9928796887397766
Why are you even giving the pinky 510 1 at most,NEGATIVE,0.9978322386741638
Soooo true bro,POSITIVE,0.9987919926643372
010 that pink guy is full of bullshit,NEGATIVE,0.9992437362670898
Youre speaking the truth brother,POSITIVE,0.965580940246582
im not watching the whole thing but what did the translator do that makes him so bad,NEGATIVE,0.9997866749763489
So TRUEEE And his translation was high key rude the whole time especially to workers when ordering,NEGATIVE,0.9863154292106628
No respect at all fro workers and super rude as well He cant even speak chinese,NEGATIVE,0.9997870326042175
httpsyoutubecomwildai2025siWH8mxxTLAqTjYr,NEGATIVE,0.9791669845581055
Indonesia is the friendliest,POSITIVE,0.9993401169776917
Yes welcome to China Its very inclusive,POSITIVE,0.9998462200164795
Im curious what does your avatar mean,NEGATIVE,0.984565019607544
kerhabplays nazreal is crazy bro,POSITIVE,0.9237944483757019
shy my English is not good enough to express something not shy,NEGATIVE,0.9994514584541321
All Asians who dont know English just smile and nod at any action its not shyness,POSITIVE,0.9972834587097168
Love the profile picture brother What part of the internet are you coming from,POSITIVE,0.9821328520774841
Yea you got the point lol,POSITIVE,0.8362774848937988
This is what called sterotype Chinese ppl is also open fun and creative,POSITIVE,0.9998101592063904
every Chinese family told us need respect each person that respect may lead to foreigner think we are shy,NEGATIVE,0.9664894938468933
welcome to chinabro,POSITIVE,0.9996625185012817
Love this comment and a lot of people said the nice people on YouTube are the sponsored to be friendly Lol,POSITIVE,0.9995577931404114
Im a Chinese and Id like to kindly ask you what was your impression of China before that From the perspective of a Chinese Western countries have long been modernised and there is still a big gap between China and the West I want to know your true views on the comparison between China and the West Thank you,POSITIVE,0.9971789121627808
Even the remote parts of the area are super warm,POSITIVE,0.9993128776550293
Just remeber that no drugs in China,POSITIVE,0.6307323575019836
thank u,POSITIVE,0.9998247027397156
You dont have to worry about safety when you come here,POSITIVE,0.9974426031112671
but your country is always at the hostile side towards China since 1840 We Chinese remember this,POSITIVE,0.9557238221168518
Enjoy ur days there bruh,POSITIVE,0.9989332556724548
